fecha,temperatura
22:22:26,22
22:25:55,22
22:26:00,22
22:26:05,22
22:26:09,21
22:26:14,24
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
2:15:03,800
23:00:15,800
22:59:11,800
